entry_date,exit_date,entry_price,exit_price,pnl_%,hold_days,max_confidence
2023-12-13,2023-12-14,"Ticker
INFY.NS    1424.66
Name: 2023-12-13 00:00:00, dtype: float64","Ticker
INFY.NS    1476.23
Name: 2023-12-14 00:00:00, dtype: float64",3.62,1,0.813
2023-12-15,2023-12-26,"Ticker
INFY.NS    1551.88
Name: 2023-12-15 00:00:00, dtype: float64","Ticker
INFY.NS    1518.01
Name: 2023-12-26 00:00:00, dtype: float64",-2.18,6,0.933
2024-01-12,2024-01-19,"Ticker
INFY.NS    1585.66
Name: 2024-01-12 00:00:00, dtype: float64","Ticker
INFY.NS    1631.33
Name: 2024-01-19 00:00:00, dtype: float64",2.88,5,0.955
2024-03-06,2024-03-14,"Ticker
INFY.NS    1590.38
Name: 2024-03-06 00:00:00, dtype: float64","Ticker
INFY.NS    1625.53
Name: 2024-03-14 00:00:00, dtype: float64",2.21,5,0.817
2024-03-18,2024-03-19,"Ticker
INFY.NS    1575.73
Name: 2024-03-18 00:00:00, dtype: float64","Ticker
INFY.NS    1535.22
Name: 2024-03-19 00:00:00, dtype: float64",-2.57,1,0.75
2024-03-20,2024-03-27,"Ticker
INFY.NS    1528.83
Name: 2024-03-20 00:00:00, dtype: float64","Ticker
INFY.NS    1458.92
Name: 2024-03-27 00:00:00, dtype: float64",-4.57,4,0.927
2024-04-18,2024-04-24,"Ticker
INFY.NS    1395.41
Name: 2024-04-18 00:00:00, dtype: float64","Ticker
INFY.NS    1406.71
Name: 2024-04-24 00:00:00, dtype: float64",0.81,4,0.97
2024-05-31,2024-06-04,"Ticker
INFY.NS    1391.06
Name: 2024-05-31 00:00:00, dtype: float64","Ticker
INFY.NS    1377.96
Name: 2024-06-04 00:00:00, dtype: float64",-0.94,2,0.881
2024-06-07,2024-06-18,"Ticker
INFY.NS    1516.33
Name: 2024-06-07 00:00:00, dtype: float64","Ticker
INFY.NS    1481.33
Name: 2024-06-18 00:00:00, dtype: float64",-2.31,6,0.995
2024-06-18,2024-06-26,"Ticker
INFY.NS    1481.33
Name: 2024-06-18 00:00:00, dtype: float64","Ticker
INFY.NS    1523.35
Name: 2024-06-26 00:00:00, dtype: float64",2.84,6,0.995
2024-07-05,2024-07-11,"Ticker
INFY.NS    1628.9
Name: 2024-07-05 00:00:00, dtype: float64","Ticker
INFY.NS    1634.09
Name: 2024-07-11 00:00:00, dtype: float64",0.32,4,0.876
2024-07-12,2024-07-19,"Ticker
INFY.NS    1692.48
Name: 2024-07-12 00:00:00, dtype: float64","Ticker
INFY.NS    1772.77
Name: 2024-07-19 00:00:00, dtype: float64",4.74,4,0.876
2024-07-19,2024-07-26,"Ticker
INFY.NS    1772.77
Name: 2024-07-19 00:00:00, dtype: float64","Ticker
INFY.NS    1857.75
Name: 2024-07-26 00:00:00, dtype: float64",4.79,5,0.777
2024-07-26,2024-08-01,"Ticker
INFY.NS    1857.75
Name: 2024-07-26 00:00:00, dtype: float64","Ticker
INFY.NS    1831.74
Name: 2024-08-01 00:00:00, dtype: float64",-1.4,4,0.836
2024-10-07,2024-10-09,"Ticker
INFY.NS    1912.52
Name: 2024-10-07 00:00:00, dtype: float64","Ticker
INFY.NS    1930.77
Name: 2024-10-09 00:00:00, dtype: float64",0.95,2,0.711
2024-10-10,2024-10-14,"Ticker
INFY.NS    1897.4
Name: 2024-10-10 00:00:00, dtype: float64","Ticker
INFY.NS    1936.85
Name: 2024-10-14 00:00:00, dtype: float64",2.08,2,0.72
2024-10-16,2024-10-17,"Ticker
INFY.NS    1898.48
Name: 2024-10-16 00:00:00, dtype: float64","Ticker
INFY.NS    1945.94
Name: 2024-10-17 00:00:00, dtype: float64",2.5,1,0.71
2024-10-18,2024-10-28,"Ticker
INFY.NS    1858.44
Name: 2024-10-18 00:00:00, dtype: float64","Ticker
INFY.NS    1844.35
Name: 2024-10-28 00:00:00, dtype: float64",-0.76,6,0.965
2024-10-30,2024-11-04,"Ticker
INFY.NS    1802.1
Name: 2024-10-30 00:00:00, dtype: float64","Ticker
INFY.NS    1763.65
Name: 2024-11-04 00:00:00, dtype: float64",-2.13,3,0.927
2024-11-11,2024-11-21,"Ticker
INFY.NS    1860.1
Name: 2024-11-11 00:00:00, dtype: float64","Ticker
INFY.NS    1834.05
Name: 2024-11-21 00:00:00, dtype: float64",-1.4,6,0.985
2024-11-21,2024-11-26,"Ticker
INFY.NS    1834.05
Name: 2024-11-21 00:00:00, dtype: float64","Ticker
INFY.NS    1924.15
Name: 2024-11-26 00:00:00, dtype: float64",4.91,3,0.975
2024-11-26,2024-12-02,"Ticker
INFY.NS    1924.15
Name: 2024-11-26 00:00:00, dtype: float64","Ticker
INFY.NS    1879.8
Name: 2024-12-02 00:00:00, dtype: float64",-2.3,4,0.981
2024-12-05,2024-12-13,"Ticker
INFY.NS    1934.85
Name: 2024-12-05 00:00:00, dtype: float64","Ticker
INFY.NS    1999.7
Name: 2024-12-13 00:00:00, dtype: float64",3.35,6,0.907
2024-12-13,2024-12-19,"Ticker
INFY.NS    1999.7
Name: 2024-12-13 00:00:00, dtype: float64","Ticker
INFY.NS    1946.2
Name: 2024-12-19 00:00:00, dtype: float64",-2.68,4,0.921
2024-12-20,2024-12-23,"Ticker
INFY.NS    1922.15
Name: 2024-12-20 00:00:00, dtype: float64","Ticker
INFY.NS    1924.3
Name: 2024-12-23 00:00:00, dtype: float64",0.11,1,0.702
2024-12-31,2025-01-02,"Ticker
INFY.NS    1880.0
Name: 2024-12-31 00:00:00, dtype: float64","Ticker
INFY.NS    1957.85
Name: 2025-01-02 00:00:00, dtype: float64",4.14,2,0.87
2025-01-06,2025-01-10,"Ticker
INFY.NS    1937.85
Name: 2025-01-06 00:00:00, dtype: float64","Ticker
INFY.NS    1966.95
Name: 2025-01-10 00:00:00, dtype: float64",1.5,4,0.92
2025-01-21,2025-01-23,"Ticker
INFY.NS    1800.7
Name: 2025-01-21 00:00:00, dtype: float64","Ticker
INFY.NS    1865.45
Name: 2025-01-23 00:00:00, dtype: float64",3.6,2,0.88
2025-01-27,2025-01-29,"Ticker
INFY.NS    1822.0
Name: 2025-01-27 00:00:00, dtype: float64","Ticker
INFY.NS    1881.25
Name: 2025-01-29 00:00:00, dtype: float64",3.25,2,0.893
2025-01-30,2025-02-06,"Ticker
INFY.NS    1859.95
Name: 2025-01-30 00:00:00, dtype: float64","Ticker
INFY.NS    1915.65
Name: 2025-02-06 00:00:00, dtype: float64",2.99,6,0.968
2025-02-06,2025-02-14,"Ticker
INFY.NS    1915.65
Name: 2025-02-06 00:00:00, dtype: float64","Ticker
INFY.NS    1856.4
Name: 2025-02-14 00:00:00, dtype: float64",-3.09,6,0.98
2025-02-14,2025-02-24,"Ticker
INFY.NS    1856.4
Name: 2025-02-14 00:00:00, dtype: float64","Ticker
INFY.NS    1764.1
Name: 2025-02-24 00:00:00, dtype: float64",-4.97,6,0.976
2025-02-25,2025-03-03,"Ticker
INFY.NS    1767.7
Name: 2025-02-25 00:00:00, dtype: float64","Ticker
INFY.NS    1708.6
Name: 2025-03-03 00:00:00, dtype: float64",-3.34,3,0.933
2025-03-24,2025-04-02,"Ticker
INFY.NS    1592.75
Name: 2025-03-24 00:00:00, dtype: float64","Ticker
INFY.NS    1550.15
Name: 2025-04-02 00:00:00, dtype: float64",-2.67,6,0.879
